,ID,Store,Start_of_Week,Week_Date,Fuel_Price,CPI,Unemployment,Type,Size,Week,Year,Temperature_C,Holiday_Name,Weekly_Sales
3360,3360,24,2011-05-28,2011-06-03,4.07,134.8552,8.212,A,203819,22,2011,23.0,No Holiday,1554837.6199999999
3361,3361,24,2011-06-04,2011-06-10,4.03,134.9425,8.212,A,203819,23,2011,21.0,No Holiday,1373841.9100000001
3362,3362,24,2011-06-11,2011-06-17,3.99,135.0837,8.212,A,203819,24,2011,18.0,No Holiday,1320359.2300000002
3363,3363,24,2011-06-18,2011-06-24,3.96,135.2653,8.212,A,203819,25,2011,20.0,No Holiday,1304850.669999999
3364,3364,24,2011-06-25,2011-07-01,3.92,135.4468,8.357999999999999,A,203819,26,2011,21.0,No Holiday,1445596.6099999994
3365,3365,24,2011-07-02,2011-07-08,3.89,135.6283,8.357999999999999,A,203819,27,2011,23.0,Independence Day,1567340.07
3366,3366,24,2011-07-09,2011-07-15,3.92,135.7837,8.357999999999999,A,203819,28,2011,24.0,No Holiday,1356938.95
3367,3367,24,2011-07-16,2011-07-22,3.97,135.8738,8.357999999999999,A,203819,29,2011,26.0,No Holiday,1357672.2400000002
3368,3368,24,2011-07-23,2011-07-29,4.0,135.9639,8.357999999999999,A,203819,30,2011,24.0,No Holiday,1310973.0599999994
3369,3369,24,2011-07-30,2011-08-05,4.02,136.054,8.357999999999999,A,203819,31,2011,24.0,No Holiday,1417616.8099999998
3370,3370,24,2011-08-06,2011-08-12,4.0,136.1441,8.357999999999999,A,203819,32,2011,23.0,No Holiday,1402818.0100000002
3371,3371,24,2011-08-13,2011-08-19,3.94,136.1831,8.357999999999999,A,203819,33,2011,21.0,No Holiday,1352039.8800000004
3372,3372,24,2011-08-20,2011-08-26,3.91,136.2136,8.357999999999999,A,203819,34,2011,21.0,No Holiday,1402372.09
3373,3373,24,2011-08-27,2011-09-02,3.88,136.2441,8.357999999999999,A,203819,35,2011,20.0,No Holiday,1196105.4400000002
3374,3374,24,2011-09-03,2011-09-09,3.93,136.2746,8.357999999999999,A,203819,36,2011,20.0,No Holiday,1527455.1900000002
3375,3375,24,2011-09-10,2011-09-16,3.94,136.3145,8.357999999999999,A,203819,37,2011,19.0,No Holiday,1227535.9700000002
3376,3376,24,2011-09-17,2011-09-23,3.9,136.367,8.357999999999999,A,203819,38,2011,16.0,No Holiday,1232376.49
3377,3377,24,2011-09-24,2011-09-30,3.86,136.4195,8.357999999999999,A,203819,39,2011,20.0,No Holiday,1246242.61
3378,3378,24,2011-10-01,2011-10-07,3.78,136.472,8.454,A,203819,40,2011,12.0,No Holiday,1405914.3900000004
3379,3379,24,2011-10-08,2011-10-14,3.74,136.5151,8.454,A,203819,41,2011,16.0,No Holiday,1333315.0300000005
3380,3380,24,2011-10-15,2011-10-21,3.76,136.5018,8.454,A,203819,42,2011,14.0,No Holiday,1283563.43
3381,3381,24,2011-10-22,2011-10-28,3.76,136.4885,8.454,A,203819,43,2011,9.0,No Holiday,1307142.75
3382,3382,24,2011-10-29,2011-11-04,3.74,136.4751,8.454,A,203819,44,2011,4.0,No Holiday,1385860.3800000004
3383,3383,24,2011-11-05,2011-11-11,3.72,136.4618,8.454,A,203819,45,2011,8.0,No Holiday,1425078.59
3384,3384,24,2011-11-12,2011-11-18,3.72,136.4667,8.454,A,203819,46,2011,9.0,No Holiday,1297535.6900000004
3385,3385,24,2011-11-19,2011-11-25,3.69,136.4788,8.454,A,203819,47,2011,5.0,Thanksgiving Day,1761235.6700000004
3386,3386,24,2011-11-26,2011-12-02,3.67,136.4909,8.454,A,203819,48,2011,8.0,No Holiday,1335647.1
3387,3387,24,2011-12-03,2011-12-09,3.63,136.5031,8.454,A,203819,49,2011,6.0,No Holiday,1529615.5399999993
3388,3388,24,2011-12-10,2011-12-16,3.61,136.5335,8.454,A,203819,50,2011,2.0,No Holiday,1624994.43
3389,3389,24,2011-12-17,2011-12-23,3.59,136.5884,8.454,A,203819,51,2011,3.0,No Holiday,2168344.2299999995
3390,3390,24,2011-12-24,2011-12-30,3.57,136.6433,8.454,A,203819,52,2011,1.0,Christmas,1363973.16
3391,3391,24,2011-12-31,2012-01-06,3.58,136.6981,8.658999999999999,A,203819,1,2012,-0.0,New Year's Day,1251581.89
3392,3392,24,2012-01-07,2012-01-13,3.67,136.753,8.658999999999999,A,203819,2,2012,2.0,No Holiday,1155594.2000000002
3393,3393,24,2012-01-14,2012-01-20,3.7,136.8564,8.658999999999999,A,203819,3,2012,-3.0,No Holiday,1151993.8500000006
3394,3394,24,2012-01-21,2012-01-27,3.74,136.9598,8.658999999999999,A,203819,4,2012,-0.0,No Holiday,1057290.41
3395,3395,24,2012-01-28,2012-02-03,3.8,137.0633,8.658999999999999,A,203819,5,2012,4.0,No Holiday,1249696.97
3396,3396,24,2012-02-04,2012-02-10,3.83,137.1667,8.658999999999999,A,203819,6,2012,1.0,No Holiday,1403460.8700000008
3397,3397,24,2012-02-11,2012-02-17,3.87,137.2583,8.658999999999999,A,203819,7,2012,1.0,No Holiday,1326370.0799999996
3398,3398,24,2012-02-18,2012-02-24,3.92,137.3411,8.658999999999999,A,203819,8,2012,3.0,No Holiday,1303233.15
3399,3399,24,2012-02-25,2012-03-02,3.98,137.4239,8.658999999999999,A,203819,9,2012,2.0,No Holiday,1213994.3899999997
3400,3400,24,2012-03-03,2012-03-09,4.02,137.5067,8.658999999999999,A,203819,10,2012,5.0,No Holiday,1325835.7
3401,3401,24,2012-03-10,2012-03-16,4.02,137.5844,8.658999999999999,A,203819,11,2012,9.0,No Holiday,1239299.12
3402,3402,24,2012-03-17,2012-03-23,4.05,137.6553,8.658999999999999,A,203819,12,2012,15.0,No Holiday,1221723.9399999997
3403,3403,24,2012-03-24,2012-03-30,4.1,137.7262,8.658999999999999,A,203819,13,2012,8.0,No Holiday,1230106.1300000004
3404,3404,24,2012-03-31,2012-04-06,4.14,137.7971,8.982999999999999,A,203819,14,2012,7.0,No Holiday,1524734.29
3405,3405,24,2012-04-07,2012-04-13,4.19,137.868,8.982999999999999,A,203819,15,2012,9.0,No Holiday,1285783.8699999996
3406,3406,24,2012-04-14,2012-04-20,4.17,137.9231,8.982999999999999,A,203819,16,2012,16.0,No Holiday,1208654.4000000006
3407,3407,24,2012-04-21,2012-04-27,4.16,137.9781,8.982999999999999,A,203819,17,2012,10.0,No Holiday,1194334.65
3408,3408,24,2012-04-28,2012-05-04,4.12,138.0332,8.982999999999999,A,203819,18,2012,11.0,No Holiday,1306551.7099999997
3409,3409,24,2012-05-05,2012-05-11,4.06,138.0883,8.982999999999999,A,203819,19,2012,15.0,No Holiday,1355391.79
3410,3410,24,2012-05-12,2012-05-18,4.03,138.1066,8.982999999999999,A,203819,20,2012,17.0,No Holiday,1298809.7999999998
3411,3411,24,2012-05-19,2012-05-25,3.98,138.1102,8.982999999999999,A,203819,21,2012,19.0,No Holiday,1407897.5699999998
3412,3412,24,2012-05-26,2012-06-01,3.92,138.1138,8.982999999999999,A,203819,22,2012,22.0,No Holiday,1467722.19
3413,3413,24,2012-06-02,2012-06-08,3.87,138.1174,8.982999999999999,A,203819,23,2012,16.0,No Holiday,1406313.1299999997
3414,3414,24,2012-06-09,2012-06-15,3.79,138.1295,8.982999999999999,A,203819,24,2012,20.0,No Holiday,1364445.9800000004
3415,3415,24,2012-06-16,2012-06-22,3.72,138.1629,8.982999999999999,A,203819,25,2012,22.0,No Holiday,1434709.6299999997
3416,3416,24,2012-06-23,2012-06-29,3.67,138.1963,8.982999999999999,A,203819,26,2012,21.0,No Holiday,1428869.9
3417,3417,24,2012-06-30,2012-07-06,3.65,138.2296,8.953,A,203819,27,2012,25.0,Independence Day,1645097.7500000005
3418,3418,24,2012-07-07,2012-07-13,3.69,138.263,8.953,A,203819,28,2012,24.0,No Holiday,1405475.7799999998
3419,3419,24,2012-07-14,2012-07-20,3.73,138.2332,8.953,A,203819,29,2012,25.0,No Holiday,1394298.9999999998
3420,3420,24,2012-07-21,2012-07-27,3.82,138.2034,8.953,A,203819,30,2012,23.0,No Holiday,1307339.14
3421,3421,24,2012-07-28,2012-08-03,3.82,138.1736,8.953,A,203819,31,2012,23.0,No Holiday,1440374.13
3422,3422,24,2012-08-04,2012-08-10,3.86,138.1438,8.953,A,203819,32,2012,24.0,No Holiday,1497054.81
3423,3423,24,2012-08-11,2012-08-17,3.96,138.1857,8.953,A,203819,33,2012,23.0,No Holiday,1397970.5399999998
3424,3424,24,2012-08-18,2012-08-24,4.0,138.2815,8.953,A,203819,34,2012,20.0,No Holiday,1303726.5399999998
3425,3425,24,2012-08-25,2012-08-31,4.03,138.3772,8.953,A,203819,35,2012,22.0,No Holiday,1344558.9199999997
3426,3426,24,2012-09-01,2012-09-07,4.08,138.4729,8.953,A,203819,36,2012,23.0,No Holiday,1477134.7500000002
3427,3427,24,2012-09-08,2012-09-14,4.09,138.5673,8.953,A,203819,37,2012,18.0,No Holiday,1242909.5300000003
3428,3428,24,2012-09-15,2012-09-21,4.2,138.6534,8.953,A,203819,38,2012,16.0,No Holiday,1261158.4699999997
3429,3429,24,2012-09-22,2012-09-28,4.16,138.7395,8.953,A,203819,39,2012,15.0,No Holiday,1259278.3599999999
3430,3430,24,2012-09-29,2012-10-05,4.15,138.8256,8.693,A,203819,40,2012,16.0,No Holiday,1416720.5399999996
3431,3431,24,2012-10-06,2012-10-12,4.19,138.9117,8.693,A,203819,41,2012,11.0,No Holiday,1416301.1700000002
3432,3432,24,2012-10-13,2012-10-19,4.15,138.8336,8.693,A,203819,42,2012,11.0,No Holiday,1255414.8399999994
3433,3433,24,2012-10-20,2012-10-26,4.07,138.7282,8.693,A,203819,43,2012,13.0,No Holiday,1307182.2899999998
3434,3434,25,2010-01-30,2010-02-05,2.78,204.2472,8.187000000000001,B,128107,5,2010,-6.0,No Holiday,677231.6300000001
3435,3435,25,2010-02-06,2010-02-12,2.77,204.3857,8.187000000000001,B,128107,6,2010,-7.0,No Holiday,583364.02
3436,3436,25,2010-02-13,2010-02-19,2.74,204.4321,8.187000000000001,B,128107,7,2010,-4.0,No Holiday,676260.6700000002
3437,3437,25,2010-02-20,2010-02-26,2.75,204.4631,8.187000000000001,B,128107,8,2010,-2.0,No Holiday,628516.5699999998
3438,3438,25,2010-02-27,2010-03-05,2.78,204.4941,8.187000000000001,B,128107,9,2010,-1.0,No Holiday,665750.06
3439,3439,25,2010-03-06,2010-03-12,2.82,204.5251,8.187000000000001,B,128107,10,2010,4.0,No Holiday,660619.99
3440,3440,25,2010-03-13,2010-03-19,2.84,204.3782,8.187000000000001,B,128107,11,2010,7.0,No Holiday,659795.8400000001
3441,3441,25,2010-03-20,2010-03-26,2.85,204.2018,8.187000000000001,B,128107,12,2010,8.0,No Holiday,696687.6000000002
3442,3442,25,2010-03-27,2010-04-02,2.85,204.0253,7.856,B,128107,13,2010,8.0,No Holiday,822486.3700000001
3443,3443,25,2010-04-03,2010-04-09,2.87,203.8488,7.856,B,128107,14,2010,16.0,No Holiday,712647.9700000001
3444,3444,25,2010-04-10,2010-04-16,2.9,203.7307,7.856,B,128107,15,2010,11.0,No Holiday,715311.5999999999
3445,3445,25,2010-04-17,2010-04-23,2.9,203.6906,7.856,B,128107,16,2010,8.0,No Holiday,694531.72
3446,3446,25,2010-04-24,2010-04-30,2.92,203.6504,7.856,B,128107,17,2010,11.0,No Holiday,706924.0200000003
3447,3447,25,2010-05-01,2010-05-07,2.97,203.6102,7.856,B,128107,18,2010,18.0,No Holiday,724468.9699999997
3448,3448,25,2010-05-08,2010-05-14,2.98,203.6134,7.856,B,128107,19,2010,10.0,No Holiday,698073.9499999998
3449,3449,25,2010-05-15,2010-05-21,2.96,203.877,7.856,B,128107,20,2010,14.0,No Holiday,704113.2200000001
3450,3450,25,2010-05-22,2010-05-28,2.9,204.1407,7.856,B,128107,21,2010,21.0,No Holiday,792442.5399999999
3451,3451,25,2010-05-29,2010-06-04,2.85,204.4043,7.856,B,128107,22,2010,21.0,No Holiday,764155.4400000004
3452,3452,25,2010-06-05,2010-06-11,2.81,204.6679,7.856,B,128107,23,2010,18.0,No Holiday,737163.2000000003
3453,3453,25,2010-06-12,2010-06-18,2.78,204.67,7.856,B,128107,24,2010,21.0,No Holiday,780444.9400000003
3454,3454,25,2010-06-19,2010-06-25,2.81,204.5675,7.856,B,128107,25,2010,22.0,No Holiday,737569.1399999995
3455,3455,25,2010-06-26,2010-07-02,2.82,204.4651,7.527,B,128107,26,2010,19.0,No Holiday,759407.87
3456,3456,25,2010-07-03,2010-07-09,2.79,204.3626,7.527,B,128107,27,2010,24.0,Independence Day,719591.1299999999
3457,3457,25,2010-07-10,2010-07-16,2.78,204.3572,7.527,B,128107,28,2010,23.0,No Holiday,726997.84
3458,3458,25,2010-07-17,2010-07-23,2.77,204.4812,7.527,B,128107,29,2010,24.0,No Holiday,665290.9299999999
3459,3459,25,2010-07-24,2010-07-30,2.78,204.6053,7.527,B,128107,30,2010,22.0,No Holiday,682124.34
3460,3460,25,2010-07-31,2010-08-06,2.78,204.7293,7.527,B,128107,31,2010,22.0,No Holiday,699464.4300000002
3461,3461,25,2010-08-07,2010-08-13,2.8,204.8534,7.527,B,128107,32,2010,23.0,No Holiday,686072.39
3462,3462,25,2010-08-14,2010-08-20,2.78,204.8217,7.527,B,128107,33,2010,22.0,No Holiday,724499.81
3463,3463,25,2010-08-21,2010-08-27,2.76,204.79,7.527,B,128107,34,2010,20.0,No Holiday,711461.95
3464,3464,25,2010-08-28,2010-09-03,2.72,204.7584,7.527,B,128107,35,2010,22.0,No Holiday,685700.08
3465,3465,25,2010-09-04,2010-09-10,2.7,204.7267,7.527,B,128107,36,2010,16.0,No Holiday,655811.9499999998
3466,3466,25,2010-09-11,2010-09-17,2.71,204.7513,7.527,B,128107,37,2010,16.0,No Holiday,628989.8800000001
3467,3467,25,2010-09-18,2010-09-24,2.71,204.8182,7.527,B,128107,38,2010,18.0,No Holiday,607819.33
3468,3468,25,2010-09-25,2010-10-01,2.71,204.8851,7.484,B,128107,39,2010,14.0,No Holiday,658640.14
3469,3469,25,2010-10-02,2010-10-08,2.76,204.952,7.484,B,128107,40,2010,9.0,No Holiday,674283.8600000002
3470,3470,25,2010-10-09,2010-10-15,2.87,205.0138,7.484,B,128107,41,2010,12.0,No Holiday,616094.7200000001
3471,3471,25,2010-10-16,2010-10-22,2.92,205.0628,7.484,B,128107,42,2010,8.0,No Holiday,661644.1900000002
3472,3472,25,2010-10-23,2010-10-29,2.92,205.1118,7.484,B,128107,43,2010,13.0,No Holiday,674458.0299999997
3473,3473,25,2010-10-30,2010-11-05,2.92,205.1608,7.484,B,128107,44,2010,4.0,No Holiday,696314.5300000003
3474,3474,25,2010-11-06,2010-11-12,2.93,205.2099,7.484,B,128107,45,2010,5.0,No Holiday,713250.0799999998
3475,3475,25,2010-11-13,2010-11-19,3.0,205.0993,7.484,B,128107,46,2010,6.0,No Holiday,718056.7299999996
3476,3476,25,2010-11-20,2010-11-26,3.04,204.9621,7.484,B,128107,47,2010,6.0,Thanksgiving Day,1115240.6100000003
3477,3477,25,2010-11-27,2010-12-03,3.05,204.8249,7.484,B,128107,48,2010,-0.0,No Holiday,885572.9600000001
3478,3478,25,2010-12-04,2010-12-10,3.11,204.6877,7.484,B,128107,49,2010,-5.0,No Holiday,964729.1799999998
3479,3479,25,2010-12-11,2010-12-17,3.14,204.6321,7.484,B,128107,50,2010,-6.0,No Holiday,1047707.5899999997
3480,3480,25,2010-12-18,2010-12-24,3.14,204.6377,7.484,B,128107,51,2010,-5.0,Christmas,1295391.1900000004
3481,3481,25,2010-12-25,2010-12-31,3.18,204.6432,7.484,B,128107,52,2010,-3.0,Christmas,623092.5399999999
3482,3482,25,2011-01-01,2011-01-07,3.19,204.6488,7.343,B,128107,1,2011,-2.0,New Year's Day,558794.63
3483,3483,25,2011-01-08,2011-01-14,3.2,204.7026,7.343,B,128107,2,2011,-8.0,No Holiday,572360.83
3484,3484,25,2011-01-15,2011-01-21,3.23,205.046,7.343,B,128107,3,2011,-5.0,No Holiday,568093.5699999997
3485,3485,25,2011-01-22,2011-01-28,3.24,205.3895,7.343,B,128107,4,2011,-7.0,No Holiday,600448.6900000001
3486,3486,25,2011-01-29,2011-02-04,3.23,205.7329,7.343,B,128107,5,2011,-4.0,No Holiday,639830.4499999997
3487,3487,25,2011-02-05,2011-02-11,3.24,206.0764,7.343,B,128107,6,2011,-6.0,No Holiday,615666.7800000003
3488,3488,25,2011-02-12,2011-02-18,3.24,206.3695,7.343,B,128107,7,2011,4.0,No Holiday,634637.0299999999
3489,3489,25,2011-02-19,2011-02-25,3.27,206.6424,7.343,B,128107,8,2011,-2.0,No Holiday,570816.3399999999
3490,3490,25,2011-02-26,2011-03-04,3.43,206.9153,7.343,B,128107,9,2011,-0.0,No Holiday,640912.18
3491,3491,25,2011-03-05,2011-03-11,3.58,207.1883,7.343,B,128107,10,2011,3.0,No Holiday,599828.39
3492,3492,25,2011-03-12,2011-03-18,3.63,207.4284,7.343,B,128107,11,2011,5.0,No Holiday,603393.6399999999
3493,3493,25,2011-03-19,2011-03-25,3.62,207.6553,7.343,B,128107,12,2011,4.0,No Holiday,616324.24
3494,3494,25,2011-03-26,2011-04-01,3.64,207.8823,7.287000000000001,B,128107,13,2011,-2.0,No Holiday,618377.7900000002
3495,3495,25,2011-04-02,2011-04-08,3.72,208.1093,7.287000000000001,B,128107,14,2011,6.0,No Holiday,648606.13
3496,3496,25,2011-04-09,2011-04-15,3.82,208.3173,7.287000000000001,B,128107,15,2011,11.0,No Holiday,674562.4500000001
3497,3497,25,2011-04-16,2011-04-22,3.89,208.4779,7.287000000000001,B,128107,16,2011,8.0,No Holiday,756588.4199999997
3498,3498,25,2011-04-23,2011-04-29,3.96,208.6386,7.287000000000001,B,128107,17,2011,15.0,No Holiday,649244.9999999999
3499,3499,25,2011-04-30,2011-05-06,4.05,208.7993,7.287000000000001,B,128107,18,2011,10.0,No Holiday,659446.5499999998
3500,3500,25,2011-05-07,2011-05-13,4.07,208.9599,7.287000000000001,B,128107,19,2011,16.0,No Holiday,684783.1499999999
3501,3501,25,2011-05-14,2011-05-20,4.06,208.7583,7.287000000000001,B,128107,20,2011,14.0,No Holiday,677971.3299999997
3502,3502,25,2011-05-21,2011-05-27,3.98,208.5567,7.287000000000001,B,128107,21,2011,20.0,No Holiday,718373.9400000003
3503,3503,25,2011-05-28,2011-06-03,3.92,208.3551,7.287000000000001,B,128107,22,2011,21.0,No Holiday,737551.7399999996
3504,3504,25,2011-06-04,2011-06-10,3.88,208.1535,7.287000000000001,B,128107,23,2011,22.0,No Holiday,740259.6299999999
3505,3505,25,2011-06-11,2011-06-17,3.84,208.1266,7.287000000000001,B,128107,24,2011,18.0,No Holiday,717373.4299999998
3506,3506,25,2011-06-18,2011-06-24,3.8,208.2306,7.287000000000001,B,128107,25,2011,22.0,No Holiday,699270.0999999999
3507,3507,25,2011-06-25,2011-07-01,3.75,208.3346,7.274,B,128107,26,2011,19.0,No Holiday,706206.8600000001
3508,3508,25,2011-07-02,2011-07-08,3.71,208.4387,7.274,B,128107,27,2011,22.0,Independence Day,698529.64
3509,3509,25,2011-07-09,2011-07-15,3.76,208.5309,7.274,B,128107,28,2011,23.0,No Holiday,680510.2299999999
3510,3510,25,2011-07-16,2011-07-22,3.81,208.5937,7.274,B,128107,29,2011,26.0,No Holiday,670854.9599999998
3511,3511,25,2011-07-23,2011-07-29,3.83,208.6565,7.274,B,128107,30,2011,24.0,No Holiday,668390.8200000002
3512,3512,25,2011-07-30,2011-08-05,3.84,208.7192,7.274,B,128107,31,2011,23.0,No Holiday,679706.0100000001
3513,3513,25,2011-08-06,2011-08-12,3.81,208.782,7.274,B,128107,32,2011,22.0,No Holiday,667130.4800000002
3514,3514,25,2011-08-13,2011-08-19,3.75,208.8424,7.274,B,128107,33,2011,20.0,No Holiday,688958.7500000002
3515,3515,25,2011-08-20,2011-08-26,3.7,208.9025,7.274,B,128107,34,2011,19.0,No Holiday,726422.5500000004
3516,3516,25,2011-08-27,2011-09-02,3.7,208.9625,7.274,B,128107,35,2011,20.0,No Holiday,699779.0
3517,3517,25,2011-09-03,2011-09-09,3.74,209.0226,7.274,B,128107,36,2011,20.0,No Holiday,673248.4799999999
3518,3518,25,2011-09-10,2011-09-16,3.74,209.1894,7.274,B,128107,37,2011,17.0,No Holiday,628720.46
3519,3519,25,2011-09-17,2011-09-23,3.71,209.4986,7.274,B,128107,38,2011,16.0,No Holiday,620885.9300000002
3520,3520,25,2011-09-24,2011-09-30,3.64,209.8078,7.274,B,128107,39,2011,16.0,No Holiday,639160.2399999999
3521,3521,25,2011-10-01,2011-10-07,3.58,210.1171,7.082000000000001,B,128107,40,2011,10.0,No Holiday,671522.8699999999
3522,3522,25,2011-10-08,2011-10-14,3.54,210.4028,7.082000000000001,B,128107,41,2011,15.0,No Holiday,646915.47
3523,3523,25,2011-10-15,2011-10-21,3.57,210.5473,7.082000000000001,B,128107,42,2011,10.0,No Holiday,690675.4999999999
3524,3524,25,2011-10-22,2011-10-28,3.57,210.6919,7.082000000000001,B,128107,43,2011,8.0,No Holiday,724443.9700000002
3525,3525,25,2011-10-29,2011-11-04,3.55,210.8365,7.082000000000001,B,128107,44,2011,5.0,No Holiday,718393.6100000001
3526,3526,25,2011-11-05,2011-11-11,3.53,210.981,7.082000000000001,B,128107,45,2011,7.0,No Holiday,719235.07
3527,3527,25,2011-11-12,2011-11-18,3.53,211.1847,7.082000000000001,B,128107,46,2011,8.0,No Holiday,728525.6000000002
3528,3528,25,2011-11-19,2011-11-25,3.49,211.4121,7.082000000000001,B,128107,47,2011,6.0,Thanksgiving Day,1116211.3900000001
3529,3529,25,2011-11-26,2011-12-02,3.45,211.6394,7.082000000000001,B,128107,48,2011,6.0,No Holiday,878314.5699999998
3530,3530,25,2011-12-03,2011-12-09,3.42,211.8668,7.082000000000001,B,128107,49,2011,4.0,No Holiday,916446.0200000001
3531,3531,25,2011-12-10,2011-12-16,3.41,212.0685,7.082000000000001,B,128107,50,2011,1.0,No Holiday,997502.4699999997
3532,3532,25,2011-12-17,2011-12-23,3.39,212.236,7.082000000000001,B,128107,51,2011,3.0,No Holiday,1290532.97
3533,3533,25,2011-12-24,2011-12-30,3.39,212.4036,7.082000000000001,B,128107,52,2011,-0.0,Christmas,683665.3699999999
3534,3534,25,2011-12-31,2012-01-06,3.42,212.5711,6.961,B,128107,1,2012,-1.0,New Year's Day,636419.12
3535,3535,25,2012-01-07,2012-01-13,3.51,212.7386,6.961,B,128107,2,2012,1.0,No Holiday,614764.3099999998
3536,3536,25,2012-01-14,2012-01-20,3.53,212.8336,6.961,B,128107,3,2012,-5.0,No Holiday,594744.8899999999
3537,3537,25,2012-01-21,2012-01-27,3.57,212.9286,6.961,B,128107,4,2012,-0.0,No Holiday,589554.2900000002
3538,3538,25,2012-01-28,2012-02-03,3.62,213.0236,6.961,B,128107,5,2012,2.0,No Holiday,642776.3999999997
3539,3539,25,2012-02-04,2012-02-10,3.64,213.1186,6.961,B,128107,6,2012,-0.0,No Holiday,658984.3800000004
3540,3540,25,2012-02-11,2012-02-17,3.7,213.2732,6.961,B,128107,7,2012,-0.0,No Holiday,654088.0199999999
3541,3541,25,2012-02-18,2012-02-24,3.74,213.4725,6.961,B,128107,8,2012,2.0,No Holiday,613501.0499999999
3542,3542,25,2012-02-25,2012-03-02,3.82,213.6718,6.961,B,128107,9,2012,2.0,No Holiday,643155.8900000001
3543,3543,25,2012-03-03,2012-03-09,3.85,213.8711,6.961,B,128107,10,2012,3.0,No Holiday,643711.5300000001
3544,3544,25,2012-03-10,2012-03-16,3.86,214.0167,6.961,B,128107,11,2012,10.0,No Holiday,638204.27
3545,3545,25,2012-03-17,2012-03-23,3.9,214.0907,6.961,B,128107,12,2012,17.0,No Holiday,672831.78
3546,3546,25,2012-03-24,2012-03-30,3.95,214.1647,6.961,B,128107,13,2012,9.0,No Holiday,684348.9199999999
3547,3547,25,2012-03-31,2012-04-06,4.0,214.2387,7.138999999999999,B,128107,14,2012,7.0,No Holiday,791356.9000000004
3548,3548,25,2012-04-07,2012-04-13,4.04,214.3127,7.138999999999999,B,128107,15,2012,6.0,No Holiday,658691.5599999999
3549,3549,25,2012-04-14,2012-04-20,4.03,214.3675,7.138999999999999,B,128107,16,2012,14.0,No Holiday,661566.4799999999
3550,3550,25,2012-04-21,2012-04-27,4.0,214.4223,7.138999999999999,B,128107,17,2012,7.0,No Holiday,655157.3200000003
3551,3551,25,2012-04-28,2012-05-04,3.95,214.4771,7.138999999999999,B,128107,18,2012,15.0,No Holiday,696421.72
3552,3552,25,2012-05-05,2012-05-11,3.89,214.5319,7.138999999999999,B,128107,19,2012,15.0,No Holiday,739866.1600000003
3553,3553,25,2012-05-12,2012-05-18,3.85,214.5486,7.138999999999999,B,128107,20,2012,15.0,No Holiday,717207.1900000001
3554,3554,25,2012-05-19,2012-05-25,3.8,214.5499,7.138999999999999,B,128107,21,2012,20.0,No Holiday,783371.0199999999
3555,3555,25,2012-05-26,2012-06-01,3.74,214.5513,7.138999999999999,B,128107,22,2012,21.0,No Holiday,694765.9500000001
3556,3556,25,2012-06-02,2012-06-08,3.69,214.5527,7.138999999999999,B,128107,23,2012,15.0,No Holiday,730254.1899999998
3557,3557,25,2012-06-09,2012-06-15,3.62,214.5653,7.138999999999999,B,128107,24,2012,20.0,No Holiday,753860.89
3558,3558,25,2012-06-16,2012-06-22,3.56,214.606,7.138999999999999,B,128107,25,2012,23.0,No Holiday,721601.8999999998
3559,3559,25,2012-06-23,2012-06-29,3.51,214.6467,7.138999999999999,B,128107,26,2012,21.0,No Holiday,718890.8099999998
3560,3560,25,2012-06-30,2012-07-06,3.48,214.6874,7.28,B,128107,27,2012,24.0,Independence Day,753385.5499999998
3561,3561,25,2012-07-07,2012-07-13,3.52,214.728,7.28,B,128107,28,2012,23.0,No Holiday,714093.9500000001
3562,3562,25,2012-07-14,2012-07-20,3.57,214.7331,7.28,B,128107,29,2012,24.0,No Holiday,685676.58
3563,3563,25,2012-07-21,2012-07-27,3.65,214.7382,7.28,B,128107,30,2012,23.0,No Holiday,659109.53
3564,3564,25,2012-07-28,2012-08-03,3.65,214.7434,7.28,B,128107,31,2012,22.0,No Holiday,709724.6000000001
3565,3565,25,2012-08-04,2012-08-10,3.72,214.7485,7.28,B,128107,32,2012,22.0,No Holiday,710496.9700000003
3566,3566,25,2012-08-11,2012-08-17,3.81,214.8256,7.28,B,128107,33,2012,19.0,No Holiday,728467.7200000003
3567,3567,25,2012-08-18,2012-08-24,3.83,214.9567,7.28,B,128107,34,2012,18.0,No Holiday,756527.6399999999
3568,3568,25,2012-08-25,2012-08-31,3.87,215.0878,7.28,B,128107,35,2012,20.0,No Holiday,714828.7299999997
3569,3569,25,2012-09-01,2012-09-07,3.91,215.219,7.28,B,128107,36,2012,23.0,No Holiday,671482.8999999999
3570,3570,25,2012-09-08,2012-09-14,3.95,215.3584,7.28,B,128107,37,2012,16.0,No Holiday,657241.63
3571,3571,25,2012-09-15,2012-09-21,4.04,215.5475,7.28,B,128107,38,2012,14.0,No Holiday,664745.2000000001
3572,3572,25,2012-09-22,2012-09-28,4.0,215.7367,7.28,B,128107,39,2012,13.0,No Holiday,683300.8400000002
3573,3573,25,2012-09-29,2012-10-05,3.98,215.9259,7.292999999999999,B,128107,40,2012,14.0,No Holiday,699536.7300000001
3574,3574,25,2012-10-06,2012-10-12,4.0,216.1151,7.292999999999999,B,128107,41,2012,7.0,No Holiday,697317.4099999999
3575,3575,25,2012-10-13,2012-10-19,3.97,216.1465,7.292999999999999,B,128107,42,2012,11.0,No Holiday,685531.85
