Date,Store,Fuel_Price,Pred_Fuel_Pric,CPI,Pred_CPI,Temperature_C,Pred_Temp,Unemployment,Pred_Unem,Weekly_Sales,Pred_Week_Sales,Ave_Sales,Proph_Label,Model_Label_Pred,Model_Label_Real,Real_Label
2012-01-22,27,3.74,3.5318425424225017,140.9124,140.66391028450926,3.0,15.659696038803835,8.009,7.955013322678408,1263534.86,1796049.5932565618,1775216.201958042,Average,Average,Below,Below
2012-01-29,27,3.8,3.514893280191332,141.0162,140.68478168138816,6.0,15.702512704204993,8.009,7.9596553833783865,1564246.0200000003,1795673.1967814674,1775216.201958042,Average,Average,Average,Average
2012-02-05,27,3.83,3.497944017960162,141.12,140.70565307826706,3.0,15.745329369606154,8.009,7.964297444078362,1651605.3499999996,1795296.800306373,1775216.201958042,Average,Average,Average,Average
2012-02-12,27,3.87,3.4809947557289926,141.214,140.72652447514602,3.0,15.788146035007308,8.009,7.968939504778337,1606221.56,1794920.4038312794,1775216.201958042,Average,Average,Average,Average
2012-02-19,27,3.92,3.464045493497822,141.3008,140.7473958720249,5.0,15.830962700408465,8.009,7.973581565478313,1648602.39,1794544.007356185,1775216.201958042,Average,Average,Average,Average
2012-02-26,27,3.98,3.4470962312666527,141.3875,140.76826726890386,4.0,15.87377936580962,8.009,7.978223626178293,1509323.0900000003,1794167.6108810906,1775216.201958042,Average,Average,Average,Average
2012-03-04,27,4.02,3.430146969035483,141.4743,140.78913866578273,7.0,15.916596031210778,8.009,7.9828656868782675,1607343.41,1793791.2144059963,1775216.201958042,Average,Average,Average,Average
2012-03-11,27,4.02,3.4131977068043127,141.5548,140.81001006266163,10.0,15.959412696611938,8.009,7.987507747578243,1635984.0699999996,1793414.817930902,1775216.201958042,Average,Average,Average,Average
2012-03-18,27,4.05,3.396248444573144,141.6269,140.83088145954056,14.0,16.002229362013093,8.009,7.9921498082782225,1620839.3400000003,1793038.4214558078,1775216.201958042,Average,Average,Average,Average
2012-03-25,27,4.1,3.379299182341973,141.6991,140.85175285641947,10.0,16.045046027414248,8.009,7.996791868978198,1615494.1400000004,1792662.0249807134,1775216.201958042,Average,Average,Average,Average
2012-04-01,27,4.14,3.362349920110804,141.7712,140.8726242532984,9.0,16.087862692815403,8.253,8.001433929678173,1899013.34,1792285.628505619,1775216.201958042,Average,Average,Average,Average
2012-04-08,27,4.19,3.3454006578796336,141.8434,140.8934956501773,11.0,16.130679358216565,8.253,8.00607599037815,1650405.2099999997,1791909.232030525,1775216.201958042,Average,Average,Average,Average
2012-04-15,27,4.17,3.328451395648464,141.9015,140.91436704705617,17.0,16.173496023617727,8.253,8.010718051078127,1639999.4700000002,1791532.835555431,1775216.201958042,Average,Average,Average,Average
2012-04-22,27,4.16,3.311502133417294,141.9597,140.93523844393513,11.0,16.216312689018878,8.253,8.015360111778103,1565498.8400000003,1791156.4390803364,1775216.201958042,Average,Average,Average,Average
2012-04-29,27,4.12,3.2945528711861236,142.0178,140.95610984081404,12.0,16.259129354420033,8.253,8.020002172478081,1669388.4499999997,1790780.0426052422,1775216.201958042,Average,Average,Average,Average
2012-05-06,27,4.06,3.2776036089549545,142.0759,140.97698123769297,15.0,16.301946019821187,8.253,8.024644233178059,1674306.3100000003,1790403.646130148,1775216.201958042,Average,Average,Average,Average
2012-05-13,27,4.03,3.2606543467237836,142.097,140.99785263457193,18.0,16.34476268522235,8.253,8.029286293878034,1707158.8199999994,1790027.2496550537,1775216.201958042,Average,Average,Average,Average
2012-05-20,27,3.98,3.2437050844926145,142.1033,141.01872403145074,18.0,16.387579350623504,8.253,8.03392835457801,1818906.73,1789650.853179959,1775216.201958042,Average,Average,Average,Average
2012-05-27,27,3.92,3.2267558222614436,142.1095,141.0395954283297,23.0,16.430396016024662,8.253,8.038570415277986,1900638.6000000003,1789274.4567048652,1775216.201958042,Average,Average,Average,Average
2012-06-03,27,3.87,3.209806560030275,142.1158,141.06046682520858,18.0,16.473212681425814,8.253,8.043212475977963,1764756.31,1788898.0602297708,1775216.201958042,Average,Average,Average,Average
2012-06-10,27,3.79,3.192857297799105,142.1293,141.08133822208754,21.0,16.516029346826976,8.253,8.047854536677939,1773500.5600000003,1788521.6637546762,1775216.201958042,Average,Average,Average,Average
2012-06-17,27,3.72,3.1759080355679354,142.1606,141.10220961896647,23.0,16.558846012228134,8.253,8.052496597377917,1837884.79,1788145.2672795826,1775216.201958042,Average,Average,Average,Average
2012-06-24,27,3.67,3.158958773336765,142.192,141.12308101584534,23.0,16.60166267762929,8.253,8.057138658077893,1842555.32,1787768.8708044882,1775216.201958042,Average,Average,Average,Average
2012-07-01,27,3.65,3.1420095111055955,142.2234,141.14395241272427,28.0,16.644479343030447,8.238999999999999,8.061780718777868,2062224.92,1787392.4743293938,1775216.201958042,Average,Average,Above,Above
2012-07-08,27,3.69,3.125060248874425,142.2548,141.1648238096032,26.0,16.687296008431602,8.238999999999999,8.066422779477843,1755889.53,1787016.0778542997,1775216.201958042,Average,Average,Average,Average
2012-07-15,27,3.73,3.1081109866432564,142.2338,141.18569520648208,26.0,16.730112673832757,8.238999999999999,8.07106484017782,1730913.6599999997,1786639.6813792053,1775216.201958042,Average,Average,Average,Average
2012-07-22,27,3.82,3.091161724412087,142.2127,141.20656660336104,24.0,16.772929339233922,8.238999999999999,8.075706900877798,1625883.71,1786263.284904111,1775216.201958042,Average,Average,Average,Average
2012-07-29,27,3.82,3.074212462180916,142.1916,141.2274380002399,24.0,16.815746004635074,8.238999999999999,8.080348961577775,1705810.84,1785886.8884290166,1775216.201958042,Average,Average,Average,Average
2012-08-05,27,3.86,3.0572631999497464,142.1706,141.24830939711885,26.0,16.858562670036232,8.238999999999999,8.084991022277753,1720537.2600000002,1785510.491953923,1775216.201958042,Average,Average,Average,Average
2012-08-12,27,3.96,3.0403139377185764,142.2157,141.26918079399775,25.0,16.901379335437387,8.238999999999999,8.089633082977727,1735339.5900000003,1785134.0954788285,1775216.201958042,Average,Average,Average,Average
2012-08-19,27,4.0,3.023364675487407,142.3106,141.2900521908767,23.0,16.944196000838545,8.238999999999999,8.094275143677704,1780443.3600000003,1784757.6990037342,1775216.201958042,Average,Average,Average,Average
2012-08-26,27,4.03,3.006415413256237,142.4054,141.31092358775558,24.0,16.987012666239703,8.238999999999999,8.098917204377683,1731935.4300000004,1784381.3025286398,1775216.201958042,Average,Average,Average,Average
2012-09-02,27,4.08,2.989466151025067,142.5003,141.33179498463448,24.0,17.029829331640855,8.238999999999999,8.103559265077656,1840955.23,1784004.9060535454,1775216.201958042,Average,Average,Average,Average
2012-09-09,27,4.09,2.972516888793897,142.5939,141.35266638151342,20.0,17.072645997042013,8.238999999999999,8.108201325777634,1519604.4999999998,1783628.509578451,1775216.201958042,Average,Average,Average,Average
2012-09-16,27,4.2,2.9555676265627273,142.6798,141.37353777839232,19.0,17.11546266244317,8.238999999999999,8.11284338647761,1557485.749999999,1783252.113103357,1775216.201958042,Average,Average,Average,Average
2012-09-23,27,4.16,2.9386183643315564,142.7658,141.39440917527125,18.0,17.158279327844323,8.238999999999999,8.117485447177586,1540687.63,1782875.7166282628,1775216.201958042,Average,Average,Average,Average
2012-09-30,27,4.15,2.9216691021003878,142.8517,141.41528057215015,18.0,17.201095993245485,8.0,8.122127507877561,1591816.8799999997,1782499.3201531684,1775216.201958042,Average,Average,Average,Average
2012-10-07,27,4.19,2.9047198398692173,142.9376,141.43615196902903,13.0,17.243912658646646,8.0,8.12676956857754,1660081.29,1782122.923678074,1775216.201958042,Average,Average,Average,Average
2012-10-14,27,4.15,2.8877705776380487,142.8634,141.457023365908,14.0,17.2867293240478,8.0,8.131411629277517,1620374.2400000002,1781746.5272029797,1775216.201958042,Average,Average,Average,Average
2012-10-21,27,4.07,2.870821315406878,142.7624,141.47789476278692,15.0,17.329545989448956,8.0,8.136053689977492,1703047.7399999998,1781370.1307278855,1775216.201958042,Average,Average,Average,Average
2012-01-08,28,3.66,3.60444378838901,130.244,130.16496291658513,9.0,21.159632835510095,12.187,12.590928804020125,1161190.2899999998,1336919.099648317,1323522.241818181,Average,Above,Average,Average
2012-01-15,28,3.66,3.5930982201012527,130.2792,130.20611585414576,8.0,21.174293684605104,12.187,12.550262376573679,1129540.4800000002,1336847.473845972,1323522.241818181,Average,Above,Average,Average
2012-01-22,28,3.68,3.5817526518134963,130.3145,130.24726879170635,10.0,21.1889545337001,12.187,12.509595949127235,1132948.4799999995,1336775.8480436266,1323522.241818181,Average,Average,Average,Average
2012-01-29,28,3.7,3.5704070835257395,130.3497,130.28842172926696,10.0,21.20361538279511,12.187,12.468929521680787,1531599.4400000006,1336704.2222412813,1323522.241818181,Average,Average,Above,Above
2012-02-05,28,3.72,3.5590615152379828,130.3849,130.32957466682757,11.0,21.218276231890112,12.187,12.428263094234344,1572966.15,1336632.5964389362,1323522.241818181,Average,Average,Above,Above
2012-02-12,28,3.78,3.547715946950225,130.4546,130.37072760438818,11.0,21.232937080985113,12.187,12.387596666787902,1501503.6799999997,1336560.9706365908,1323522.241818181,Average,Average,Average,Average
2012-02-19,28,3.95,3.5363703786624687,130.5502,130.4118805419488,12.0,21.247597930080122,12.187,12.346930239341454,1323487.91,1336489.3448342457,1323522.241818181,Average,Average,Average,Average
2012-02-26,28,4.18,3.525024810374711,130.6458,130.4530334795094,11.0,21.26225877917512,12.187,12.306263811895008,1451740.5699999996,1336417.7190319004,1323522.241818181,Average,Average,Average,Average
2012-03-04,28,4.25,3.5136792420869543,130.7414,130.49418641706998,13.0,21.27691962827012,12.187,12.265597384448563,1680764.0600000003,1336346.093229555,1323522.241818181,Average,Average,Above,Above
2012-03-11,28,4.27,3.502333673799197,130.8262,130.53533935463062,18.0,21.29158047736513,12.187,12.22493095700212,1337875.4900000002,1336274.46742721,1323522.241818181,Average,Average,Average,Average
2012-03-18,28,4.04,3.4909881055114407,130.8966,130.57649229219123,13.0,21.30624132646013,12.187,12.184264529555671,1216059.41,1336202.8416248648,1323522.241818181,Average,Average,Average,Average
2012-03-25,28,4.29,3.4796425372236834,130.9671,130.61764522975182,18.0,21.320902175555133,12.187,12.143598102109227,1209524.1099999996,1336131.2158225195,1323522.241818181,Average,Average,Average,Average
2012-04-01,28,4.12,3.4682969689359266,131.0375,130.65879816731243,18.0,21.33556302465014,11.627,12.102931674662782,1559592.7899999996,1336059.5900201742,1323522.241818181,Average,Average,Above,Above
2012-04-08,28,4.25,3.4569514006481703,131.108,130.6999511048731,18.0,21.35022387374514,11.627,12.062265247216336,1290684.9500000004,1335987.964217829,1323522.241818181,Average,Average,Average,Average
2012-04-15,28,4.22,3.445605832360413,131.1173,130.74110404243365,19.0,21.364884722840145,11.627,12.021598819769892,1180797.2000000002,1335916.3384154835,1323522.241818181,Average,Average,Average,Average
2012-04-22,28,4.19,3.4342602640726567,131.1267,130.78225697999426,26.0,21.379545571935147,11.627,11.980932392323446,1170456.16,1335844.7126131384,1323522.241818181,Average,Average,Average,Average
2012-04-29,28,4.17,3.422914695784899,131.136,130.82340991755493,24.0,21.394206421030148,11.627,11.940265964877002,1450628.85,1335773.086810793,1323522.241818181,Average,Average,Average,Average
2012-05-06,28,4.19,3.4115691274971423,131.1453,130.86456285511548,25.0,21.408867270125157,11.627,11.899599537430555,1264575.1799999995,1335701.4610084482,1323522.241818181,Average,Average,Average,Average
2012-05-13,28,4.11,3.400223559209385,131.0983,130.9057157926761,29.0,21.42352811922016,11.627,11.858933109984115,1213310.4500000004,1335629.8352061028,1323522.241818181,Average,Average,Average,Average
2012-05-20,28,4.29,3.388877990921628,131.0288,130.9468687302367,29.0,21.43818896831516,11.627,11.818266682537663,1151214.41,1335558.2094037577,1323522.241818181,Average,Average,Average,Average
2012-05-27,28,4.28,3.3775324226338714,130.9592,130.9880216677973,26.0,21.452849817410165,11.627,11.77760025509122,1245480.9499999995,1335486.5836014121,1323522.241818181,Average,Average,Average,Average
2012-06-03,28,4.1,3.366186854346114,130.8897,131.02917460535792,29.0,21.467510666505174,11.627,11.736933827644775,1440687.6900000006,1335414.9577990668,1323522.241818181,Average,Average,Above,Average
2012-06-10,28,4.14,3.354841286058358,130.8295,131.0703275429185,30.0,21.48217151560017,11.627,11.69626740019833,1229760.9700000002,1335343.3319967221,1323522.241818181,Average,Average,Average,Average
2012-06-17,28,4.01,3.343495717770601,130.7929,131.11148048047912,33.0,21.496832364695177,11.627,11.655600972751884,1180671.55,1335271.7061943766,1323522.241818181,Average,Average,Average,Average
2012-06-24,28,3.88,3.3321501494828443,130.7563,131.15263341803976,32.0,21.511493213790175,11.627,11.61493454530544,1129031.9799999995,1335200.0803920312,1323522.241818181,Average,Average,Average,Average
2012-07-01,28,3.76,3.3208045811950875,130.7196,131.19378635560037,32.0,21.52615406288518,10.925999999999998,11.574268117858994,1500863.5399999996,1335128.454589686,1323522.241818181,Average,Average,Above,Average
2012-07-08,28,3.72,3.3094590129073302,130.683,131.23493929316095,35.0,21.540814911980185,10.925999999999998,11.533601690412548,1179915.0399999998,1335056.8287873408,1323522.241818181,Average,Average,Average,Average
2012-07-15,28,3.73,3.298113444619573,130.7013,131.2760922307216,30.0,21.55547576107519,10.925999999999998,11.492935262966107,1149427.4800000004,1334985.2029849954,1323522.241818181,Average,Average,Average,Average
2012-07-22,28,3.77,3.2867678763318167,130.7196,131.3172451682822,34.0,21.57013661017019,10.925999999999998,11.452268835519659,1135035.09,1334913.5771826506,1323522.241818181,Average,Average,Average,Average
2012-07-29,28,3.76,3.27542230804406,130.7379,131.35839810584278,31.0,21.5847974592652,10.925999999999998,11.411602408073213,1376520.1,1334841.951380305,1323522.241818181,Average,Average,Above,Average
2012-08-05,28,3.81,3.264076739756302,130.7562,131.39955104340342,36.0,21.5994583083602,10.925999999999998,11.370935980626767,1269113.4099999995,1334770.32557796,1323522.241818181,Average,Average,Average,Average
2012-08-12,28,4.0,3.2527311714685463,130.791,131.44070398096406,35.0,21.6141191574552,10.925999999999998,11.330269553180322,1184198.41,1334698.6997756143,1323522.241818181,Average,Average,Average,Average
2012-08-19,28,4.06,3.2413856031807886,130.8382,131.48185691852458,30.0,21.628780006550212,10.925999999999998,11.289603125733876,1199309.5899999996,1334627.0739732692,1323522.241818181,Average,Average,Average,Average
2012-08-26,28,4.09,3.230040034893032,130.8854,131.52300985608522,32.0,21.643440855645213,10.925999999999998,11.248936698287432,1227118.75,1334555.448170924,1323522.241818181,Average,Average,Average,Average
2012-09-02,28,4.12,3.2186944666052746,130.9325,131.56416279364583,31.0,21.65810170474021,10.925999999999998,11.208270270840986,1469693.9900000002,1334483.822368579,1323522.241818181,Average,Average,Average,Average
2012-09-09,28,4.13,3.2073488983175182,130.9777,131.60531573120645,29.0,21.672762553835216,10.925999999999998,11.16760384339454,1124660.77,1334412.1965662336,1323522.241818181,Average,Average,Average,Below
2012-09-16,28,4.12,3.196003330029761,131.0103,131.64646866876708,28.0,21.687423402930218,10.925999999999998,11.126937415948095,1135340.19,1334340.5707638885,1323522.241818181,Average,Average,Average,Average
2012-09-23,28,3.97,3.184657761742004,131.043,131.68762160632764,27.0,21.702084252025227,10.925999999999998,11.086270988501651,1129508.61,1334268.944961543,1323522.241818181,Average,Average,Average,Average
2012-09-30,28,3.97,3.1733121934542474,131.0757,131.72877454388822,28.0,21.716745101120228,10.199,11.045604561055203,1462941.0300000003,1334197.3191591979,1323522.241818181,Average,Average,Average,Average
2012-10-07,28,4.47,3.16196662516649,131.1083,131.7699274814489,22.0,21.731405950215233,10.199,11.00493813360876,1205536.71,1334125.6933568523,1323522.241818181,Average,Average,Average,Average
2012-10-14,28,4.45,3.150621056878734,131.15,131.81108041900947,20.0,21.746066799310235,10.199,10.964271706162316,1143724.48,1334054.0675545074,1323522.241818181,Average,Average,Average,Average
2012-10-21,28,4.3,3.139275488590977,131.1931,131.85223335657008,19.0,21.760727648405236,10.199,10.923605278715868,1213860.6100000006,1333982.441752162,1323522.241818181,Average,Average,Average,Average
2012-01-08,29,3.52,3.391352685628937,136.753,136.67865950106741,4.0,14.979744947943082,8.988,9.14613036199258,444756.37,561201.8567756843,539451.4287412586,Average,Average,Below,Below
2012-01-15,29,3.54,3.3717928127858787,136.8564,136.70009521381348,-2.0,15.037485508377214,8.988,9.114666107279536,446863.31,561459.6043360756,539451.4287412586,Average,Average,Below,Below
2012-01-22,29,3.57,3.3522329399428217,136.9598,136.72153092655955,2.0,15.095226068811344,8.988,9.083201852566496,395987.23999999993,561717.3518964672,539451.4287412586,Average,Average,Below,Below
2012-01-29,29,3.63,3.332673067099764,137.0633,136.74296663930565,5.0,15.152966629245473,8.988,9.051737597853457,493159.35,561975.0994568586,539451.4287412586,Average,Average,Average,Average
2012-02-05,29,3.66,3.3131131942567067,137.1667,136.76440235205172,2.0,15.2107071896796,8.988,9.020273343140413,545840.0500000003,562232.84701725,539451.4287412586,Average,Average,Average,Average
2012-02-12,29,3.7,3.2935533214136488,137.2583,136.78583806479782,2.0,15.268447750113733,8.988,8.988809088427367,559606.9099999999,562490.5945776415,539451.4287412586,Average,Average,Average,Average
2012-02-19,29,3.75,3.2739934485705917,137.3411,136.80727377754386,4.0,15.32618831054786,8.988,8.957344833714329,488782.62999999995,562748.3421380329,539451.4287412586,Average,Below,Average,Average
2012-02-26,29,3.83,3.254433575727534,137.4239,136.82870949028995,3.0,15.383928870981991,8.988,8.925880579001284,500801.71999999974,563006.0896984243,539451.4287412586,Average,Below,Average,Average
2012-03-04,29,3.88,3.2348737028844763,137.5067,136.85014520303602,5.0,15.441669431416123,8.988,8.894416324288242,504750.3499999999,563263.8372588158,539451.4287412586,Average,Above,Average,Average
2012-03-11,29,3.87,3.215313830041419,137.5844,136.87158091578212,8.0,15.499409991850252,8.988,8.862952069575199,489293.72000000026,563521.5848192072,539451.4287412586,Average,Above,Average,Average
2012-03-18,29,3.89,3.1957539571983613,137.6553,136.8930166285282,13.0,15.557150552284382,8.988,8.83148781486216,517408.4799999999,563779.3323795986,539451.4287412586,Average,Above,Average,Average
2012-03-25,29,3.92,3.176194084355304,137.7262,136.91445234127426,8.0,15.61489111271851,8.988,8.800023560149112,504566.2799999999,564037.0799399901,539451.4287412586,Average,Above,Average,Average
2012-04-01,29,3.96,3.1566342115122463,137.7971,136.9358880540203,8.0,15.67263167315264,9.14,8.768559305436073,633826.55,564294.8275003815,539451.4287412586,Average,Above,Above,Above
2012-04-08,29,4.03,3.1370743386691884,137.868,136.95732376676642,10.0,15.730372233586769,9.14,8.737095050723031,520493.8300000001,564552.5750607732,539451.4287412586,Average,Above,Average,Average
2012-04-15,29,4.05,3.1175144658261305,137.9231,136.9787594795125,15.0,15.7881127940209,9.14,8.705630796009988,525200.59,564810.3226211644,539451.4287412586,Average,Above,Average,Average
2012-04-22,29,4.02,3.097954592983073,137.9781,137.00019519225856,11.0,15.845853354455027,9.14,8.674166541296946,497250.22000000026,565068.0701815559,539451.4287412586,Average,Above,Average,Average
2012-04-29,29,3.99,3.078394720140015,138.0332,137.02163090500468,10.0,15.903593914889159,9.14,8.642702286583903,504963.84,565325.8177419474,539451.4287412586,Average,Above,Average,Average
2012-05-06,29,3.95,3.058834847296957,138.0883,137.04306661775075,14.0,15.961334475323286,9.14,8.61123803187086,529707.8700000001,565583.5653023388,539451.4287412586,Average,Above,Average,Average
2012-05-13,29,3.9,3.0392749744539,138.1066,137.0645023304968,17.0,16.01907503575742,9.14,8.579773777157817,543706.0399999998,565841.3128627302,539451.4287412586,Average,Above,Average,Average
2012-05-20,29,3.85,3.0197151016108426,138.1102,137.08593804324292,17.0,16.076815596191548,9.14,8.548309522444775,549665.6699999999,566099.0604231217,539451.4287412586,Average,Above,Average,Average
2012-05-27,29,3.8,3.0001552287677855,138.1138,137.107373755989,21.0,16.134556156625678,9.14,8.516845267731734,576252.3500000001,566356.8079835131,539451.4287412586,Average,Above,Average,Average
2012-06-03,29,3.75,2.980595355924727,138.1174,137.12880946873506,17.0,16.192296717059808,9.14,8.485381013018692,554093.15,566614.5555439045,539451.4287412586,Average,Above,Average,Average
2012-06-10,29,3.68,2.9610354830816696,138.1295,137.15024518148115,19.0,16.250037277493938,9.14,8.453916758305649,552338.7599999998,566872.303104296,539451.4287412586,Average,Average,Average,Average
2012-06-17,29,3.63,2.9414756102386126,138.1629,137.17168089422722,21.0,16.307777837928068,9.14,8.422452503592607,581854.4999999999,567130.0506646874,539451.4287412586,Average,Average,Average,Average
2012-06-24,29,3.58,2.9219157373955555,138.1963,137.1931166069733,22.0,16.365518398362198,9.14,8.390988248879564,555954.1299999999,567387.7982250788,539451.4287412586,Average,Average,Average,Average
2012-07-01,29,3.54,2.9023558645524976,138.2296,137.21455231971942,25.0,16.423258958796325,9.419,8.359523994166523,578832.4099999998,567645.5457854703,539451.4287412586,Average,Average,Average,Average
2012-07-08,29,3.56,2.88279599170944,138.263,137.23598803246546,24.0,16.480999519230455,9.419,8.32805973945348,514709.76,567903.2933458618,539451.4287412586,Average,Average,Average,Average
2012-07-15,29,3.61,2.8632361188663817,138.2332,137.25742374521153,25.0,16.538740079664585,9.419,8.296595484740438,506705.3599999999,568161.0409062533,539451.4287412586,Average,Average,Average,Average
2012-07-22,29,3.7,2.843676246023324,138.2034,137.27885945795762,23.0,16.596480640098715,9.419,8.265131230027396,475158.24,568418.7884666446,539451.4287412586,Average,Average,Average,Average
2012-07-29,29,3.7,2.8241163731802668,138.1736,137.3002951707037,23.0,16.654221200532845,9.419,8.233666975314353,504754.74,568676.536027036,539451.4287412586,Average,Average,Average,Average
2012-08-05,29,3.77,2.8045565003372093,138.1438,137.32173088344976,25.0,16.711961760966975,9.419,8.20220272060131,518628.42,568934.2835874276,539451.4287412586,Average,Average,Average,Average
2012-08-12,29,3.84,2.784996627494152,138.1857,137.34316659619586,24.0,16.769702321401105,9.419,8.170738465888268,416881.66,569192.031147819,539451.4287412586,Average,Average,Below,Below
2012-08-19,29,3.87,2.7654367546510943,138.2815,137.36460230894193,21.0,16.827442881835236,9.419,8.139274211175225,615026.15,569449.7787082103,539451.4287412586,Average,Average,Average,Average
2012-08-26,29,3.88,2.7458768818080364,138.3772,137.386038021688,22.0,16.885183442269366,9.419,8.107809956462184,545844.9099999999,569707.5262686019,539451.4287412586,Average,Average,Average,Average
2012-09-02,29,3.92,2.726317008964979,138.4729,137.4074737344341,23.0,16.942924002703496,9.419,8.076345701749142,540811.85,569965.2738289933,539451.4287412586,Average,Average,Average,Average
2012-09-09,29,3.99,2.7067571361219214,138.5673,137.4289094471802,19.0,17.000664563137626,9.419,8.044881447036099,475127.18000000005,570223.0213893848,539451.4287412586,Average,Average,Average,Average
2012-09-16,29,4.06,2.687197263278864,138.6534,137.45034515992626,17.0,17.058405123571752,9.419,8.013417192323056,489079.23,570480.7689497761,539451.4287412586,Average,Average,Average,Average
2012-09-23,29,4.02,2.6676373904358064,138.7395,137.47178087267235,17.0,17.116145684005886,9.419,7.981952937610013,489674.23,570738.5165101676,539451.4287412586,Average,Average,Average,Average
2012-09-30,29,4.03,2.6480775175927485,138.8256,137.49321658541842,17.0,17.173886244440013,9.151,7.950488682896973,520632.8,570996.2640705591,539451.4287412586,Average,Average,Average,Average
2012-10-07,29,4.03,2.628517644749691,138.9117,137.5146522981645,12.0,17.231626804874143,9.151,7.9190244281839295,513737.0,571254.0116309505,539451.4287412586,Average,Average,Average,Average
2012-10-14,29,4.0,2.608957771906633,138.8336,137.5360880109106,13.0,17.289367365308273,9.151,7.887560173470888,516909.24,571511.759191342,539451.4287412586,Average,Average,Average,Average
2012-10-21,29,3.92,2.5893978990635755,138.7282,137.55752372365666,14.0,17.34710792574241,9.151,7.856095918757845,534970.6799999999,571769.5067517335,539451.4287412586,Average,Average,Average,Average
2012-01-08,30,3.26,3.1104026854555764,219.5328,219.61991265651463,7.0,21.355787575339814,7.057,7.2488688912620045,447023.91,415597.5062381433,438579.61622377636,Average,Above,Average,Average
2012-01-15,30,3.27,3.0904480654697597,219.6258,219.82994709060642,11.0,21.38660592024507,7.057,7.221744823199106,438760.62000000005,415217.97396275133,438579.61622377636,Average,Above,Average,Average
2012-01-22,30,3.29,3.0704934454839425,219.7189,220.03998152469813,10.0,21.41742426515032,7.057,7.194620755136208,433037.6599999999,414838.4416873593,438579.61622377636,Average,Above,Average,Average
2012-01-29,30,3.36,3.050538825498125,219.8119,220.25001595878982,13.0,21.448242610055576,7.057,7.167496687073312,434080.7400000001,414458.90941196744,438579.61622377636,Average,Above,Average,Average
2012-02-05,30,3.41,3.030584205512308,219.9049,220.46005039288158,8.0,21.47906095496083,7.057,7.140372619010415,451365.99,414079.3771365754,438579.61622377636,Average,Above,Average,Average
2012-02-12,30,3.51,3.0106295855264915,220.0652,220.67008482697327,7.0,21.509879299866085,7.057,7.113248550947517,435109.11,413699.8448611834,438579.61622377636,Average,Above,Average,Average
2012-02-19,30,3.56,2.9906749655406744,220.2759,220.88011926106503,13.0,21.54069764477134,7.057,7.08612448288462,425215.71,413320.31258579146,438579.61622377636,Average,Above,Average,Average
2012-02-26,30,3.63,2.9707203455548568,220.4867,221.09015369515683,15.0,21.57151598967659,7.057,7.059000414821723,438640.61,412940.78031039954,438579.61622377636,Average,Above,Average,Average
2012-03-04,30,3.67,2.95076572556904,220.6974,221.30018812924854,14.0,21.602334334581844,7.057,7.031876346758826,446617.89,412561.24803500756,438579.61622377636,Average,Above,Average,Average
2012-03-11,30,3.73,2.9308111055832238,220.8498,221.51022256334025,17.0,21.6331526794871,7.057,7.0047522786959275,413617.45,412181.7157596157,438579.61622377636,Average,Above,Average,Average
2012-03-18,30,3.79,2.910856485597406,220.9245,221.720256997432,17.0,21.663971024392357,7.057,6.97762821063303,430222.9699999997,411802.1834842237,438579.61622377636,Average,Above,Average,Average
2012-03-25,30,3.84,2.890901865611589,220.9991,221.9302914315237,20.0,21.69478936929761,7.057,6.950504142570133,449603.9100000002,411422.6512088317,438579.61622377636,Average,Above,Average,Average
2012-04-01,30,3.89,2.8709472456257723,221.0738,222.14032586561547,21.0,21.72560771420286,6.891,6.923380074507237,461511.92,411043.1189334398,438579.61622377636,Average,Above,Average,Average
2012-04-08,30,3.89,2.8509926256399547,221.1484,222.35036029970718,21.0,21.756426059108115,6.891,6.8962560064443394,428784.7,410663.5866580479,438579.61622377636,Average,Above,Average,Average
2012-04-15,30,3.88,2.8310380056541384,221.2021,222.56039473379892,19.0,21.787244404013368,6.891,6.869131938381442,462909.41,410284.05438265594,438579.61622377636,Average,Above,Average,Average
2012-04-22,30,3.81,2.8110833856683213,221.2558,222.77042916789063,21.0,21.81806274891862,6.891,6.842007870318544,433744.8300000001,409904.5221072639,438579.61622377636,Average,Above,Average,Average
2012-04-29,30,3.75,2.791128765682504,221.3095,222.98046360198242,25.0,21.848881093823877,6.891,6.814883802255647,454477.54,409524.98983187205,438579.61622377636,Average,Above,Average,Average
2012-05-06,30,3.69,2.771174145696687,221.3632,223.19049803607413,23.0,21.87969943872913,6.891,6.787759734192751,436070.45000000007,409145.45755648,438579.61622377636,Average,Above,Average,Average
2012-05-13,30,3.63,2.7512195257108703,221.3803,223.4005324701659,22.0,21.910517783634386,6.891,6.760635666129852,460945.14,408765.925281088,438579.61622377636,Average,Above,Average,Average
2012-05-20,30,3.56,2.731264905725053,221.3828,223.6105669042576,26.0,21.94133612853964,6.891,6.733511598066954,449355.9100000001,408386.39300569607,438579.61622377636,Average,Above,Average,Average
2012-05-27,30,3.5,2.7113102857392364,221.3853,223.8206013383493,26.0,21.972154473444892,6.891,6.706387530004058,427021.18,408006.86073030415,438579.61622377636,Average,Above,Average,Average
2012-06-03,30,3.45,2.691355665753419,221.3877,224.0306357724411,26.0,22.002972818350145,6.891,6.6792634619411615,437222.94000000006,407627.3284549122,438579.61622377636,Average,Above,Average,Average
